rid,Name,Stoichiometry,dG,EC
R09080,carboxynorspermidine:NADP+ oxidoreductase,"NADPH + H+ + 1,3-Diaminopropane + L-Aspartate 4-semialdehyde -> H2O + NADP+ + Carboxynorspermidine",-50.98223054123852,1.5.1.43
R08159,tetradecanoyl-[acyl-carrier protein] hydrolase,Tetradecanoyl-[acp] + H2O <-> Acyl-carrier protein + Tetradecanoic acid,,3.1.2.14
R03035,ATP:pantetheine-4'-phosphate adenylyltransferase,Pantetheine 4'-phosphate + ATP -> Diphosphate + Dephospho-CoA,-18.03561578422523,2.7.7.3
R10993,L-glutamate:2-aminobutanoate gamma-ligase (ADP-forming),L-Glutamate + ATP + (S)-2-Aminobutanoate -> gamma-L-Glutamyl-L-2-aminobutyrate + ADP + Orthophosphate,-26.07494066992657,6.3.2.2
R01334,2-phosphoglycolate phosphohydrolase,2-Phosphoglycolate + H2O -> Orthophosphate + Glycolate,-48.47434024701144,3.1.3.18
R02263,L-rhamnulose-1-phosphate lactaldehyde-lyase,L-Rhamnulose 1-phosphate <-> (S)-Lactaldehyde + Glycerone phosphate,-10.748431652124708,4.1.2.19
R01364,4-fumarylacetoacetate fumarylhydrolase,Fumarate + Acetoacetate <- 4-Fumarylacetoacetate + H2O,93.33637355283454,3.7.1.2
R04187,L-alanine:3-oxopropanoate aminotransferase,L-Alanine + (S)-Methylmalonate semialdehyde <-> Pyruvate + L-3-Aminoisobutanoate,-0.6654942954466492,2.6.1.18
R01123,isopentenyl-diphosphate Delta3-Delta2-isomerase,Isopentenyl diphosphate <-> Dimethylallyl diphosphate,-4.844563810027296,5.3.3.2
R01130,IMP:NAD+ oxidoreductase,IMP + NAD+ + H2O <- H+ + Xanthosine 5'-phosphate + NADH,16.47803694111758,1.1.1.205
R00434,"GTP diphosphate-lyase (cyclizing 3',5'-cyclic-GMP-forming)","GTP -> Diphosphate + 3',5'-Cyclic GMP",-21.289474550507492,4.6.1.1/4.6.1.2
EX_C00154,Palmitoyl-CoA,Palmitoyl-CoA -> ,,
R00278,pyridoxine 5'-phosphate:oxygen oxidoreductase,Oxygen + Pyridoxine phosphate -> Pyridoxal phosphate + Hydrogen peroxide,-114.3706884667307,1.4.3.5
R02508,Cystathionine transferase,Succinate + Cystathionine <- L-Cysteine + O-Succinyl-L-homoserine,64.51336396019389,2.5.1.48
R02021,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)","3'-Phosphoadenylyl sulfate + Thioredoxin -> Thioredoxin disulfide + Sulfite + Adenosine 3',5'-bisphosphate",-59.906457794050965,1.8.4.8
R01878,cytidine aminohydrolase,Cytidine + H2O -> Uridine + Ammonia,-31.36047286216248,3.5.4.5
R02722,L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate L-tryptophan and glyceraldehyde-3-phosphate-forming],L-Serine + Indoleglycerol phosphate -> D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,-31.489860385628816,4.2.1.20
R09768,D-glycero-D-manno-heptose 7-phosphate aldose-ketose-isomerase,Sedoheptulose 7-phosphate <-> D-glycero-D-manno-Heptose 7-phosphate,2.225805532905042,5.3.1.28
EX_C01050,UDP-N-acetylmuramate,UDP-N-acetylmuramate -> ,,
R04326,5'-Phosphoribosylglycinamide transferase,"5'-Phosphoribosylglycinamide + 5,10-Methenyltetrahydrofolate + H2O <-> 5'-Phosphoribosyl-N-formylglycinamide + Tetrahydrofolate",-6.8032838456271065,2.1.2.2
R00084,porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing),Porphobilinogen + H2O -> Hydroxymethylbilane + Ammonia,-149.3424702592446,2.5.1.61
R03012,L-histidinol:NAD+ oxidoreductase,NAD+ + L-Histidinol <- L-Histidinal + H+ + NADH,19.173228576556767,1.1.1.23
R00361,(S)-malate:quinone oxidoreductase,(S)-Malate + Quinone <-> Oxaloacetate + Hydroquinone,,1.1.5.4
R01253,L-proline:quinone oxidoreductase,Quinone + L-Proline <-> Hydroquinone + (S)-1-Pyrroline-5-carboxylate,,1.5.5.2
R04065,imidazole acetaldehyde:NAD+ oxidoreductase,NAD+ + Imidazole-4-acetaldehyde + H2O -> H+ + Imidazole-4-acetate + NADH,-43.93176151248963,1.2.1.3
R00336,"guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase","H2O + Guanosine 3',5'-bis(diphosphate) -> Diphosphate + GDP",-43.640221793302345,3.1.7.2
R01710,pyridoxamine:oxygen oxidoreductase (deaminating),Oxygen + Pyridoxamine + H2O -> Ammonia + Pyridoxal + Hydrogen peroxide,-112.58173091124844,1.4.3.5
EX_C00125,Ferricytochrome c,Ferricytochrome c <-> ,,
R01154,acetyl-CoA:putrescine N-acetyltransferase,Acetyl-CoA + Putrescine -> CoA + N-Acetylputrescine,-26.233921707882132,2.3.1.57
ATPM,ATP Maintenance reaction,ATP + H2O -> Orthophosphate + ADP + H+,,
R00511,cytidine-5'-monophosphate phosphohydrolase,CMP + H2O -> Cytidine + Orthophosphate,-31.05166062381567,3.1.3.5/3.1.3.91/3.1.3.-
R07600,2-oxoisovalerate dehydrogenase,2-Methyl-1-hydroxypropyl-ThPP + Enzyme N6-(lipoyl)lysine <-> Thiamin diphosphate + [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylpropanoyl)dihydrolipoyllysine,,1.2.4.4
R10997,2-oxoisovalerate dehydrogenase [step 2],Enzyme N6-(lipoyl)lysine + 2-(alpha-Hydroxypropyl)thiamine diphosphate <-> Enzyme N6-(S-propyldihydrolipoyl)lysine + Thiamin diphosphate,,1.2.4.4
R03778,octanoyl-CoA:acetyl-CoA C-acyltransferase,Acetyl-CoA + Octanoyl-CoA <- CoA + 3-Oxodecanoyl-CoA,30.173820388936292,2.3.1.16
R04550,(3R)-3-hydroxymyristoyl-[acyl-carrier protein]:UDP-3-O-[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine N-acetyltransferase,"(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine <-> UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine + Acyl-carrier protein",,2.3.1.191
R04536,(3R)-3-hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + NADP+ <-> 3-Oxooctanoyl-[acp] + H+ + NADPH,,1.1.1.100/1.1.1.-/2.3.1.85/2.3.1.86
R00848,sn-glycerol-3-phosphate:(acceptor) 2-oxidoreductase,FAD + sn-Glycerol 3-phosphate <-> Glycerone phosphate + FADH2,7.122087975656086,1.1.5.3
EX_C00672,2-Deoxy-D-ribose 1-phosphate,2-Deoxy-D-ribose 1-phosphate <- ,,
R01561,adenosine:phosphate alpha-D-ribosyltransferase,Adenosine + Orthophosphate <-> Adenine + alpha-D-Ribose 1-phosphate,8.138510656290805,2.4.2.1
R00351,acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing),Citrate + CoA <- Acetyl-CoA + Oxaloacetate + H2O,38.761241776173264,2.3.3.1/2.3.3.3/2.3.3.5/2.3.3.16
R09499,hydrogen-sulfide:flavocytochrome c oxidoreductase,Ferricytochrome c + Hydrogen sulfide <-> H+ + Sulfur + Ferrocytochrome c,,1.8.2.3
R02093,ATP:dTDP phosphotransferase,ATP + dTDP <-> dTTP + ADP,0.10916571417862997,2.7.4.6
R04426,"(2R,3S)-3-isopropylmalate:NAD+ oxidoreductase","NAD+ + (2R,3S)-3-Isopropylmalate <- H+ + (2S)-2-Isopropyl-3-oxosuccinate + NADH",15.626074417381687,1.1.1.85
R00698,L-phenylalanine:oxygen oxidoreductase (decarboxylating),Oxygen + L-Phenylalanine <-> CO2 + 2-Phenylacetamide,,1.11.1.21
R02340,"(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase",Indoleglycerol phosphate <-> Indole + D-Glyceraldehyde 3-phosphate,2.0646981253956653,4.1.2.8/4.2.1.20
EX_C00008,ADP,ADP <-> ,,
R03232,protein-N(pi)-phosphohistidine:D-fructose 1-phosphotransferase,Protein N(pi)-phospho-L-histidine + D-Fructose <-> D-Fructose 1-phosphate + Protein histidine,,2.7.1.202
R08095,3-methylcrotonyl-CoA:acetyl-CoA C-acyltransferase,5-Methyl-3-oxo-4-hexenoyl-CoA + CoA -> Acetyl-CoA + 3-Methylcrotonyl-CoA,-30.174413814619584,2.3.1.16
R01678,lactose galactohydrolase,Lactose + H2O -> D-Galactose + alpha-D-Glucose,-26.20668899267085,3.2.1.23/3.2.1.108
R01795,"L-phenylalanine,tetrahydrobiopterin:oxygen oxidoreductase (4-hydroxylating)",Oxygen + L-Phenylalanine + Tetrahydrobiopterin <-> L-Tyrosine + Dihydrobiopterin + H2O,13.921012246980808,1.14.16.1
R02739,alpha-D-glucose 6-phosphate ketol-isomerase,alpha-D-Glucose 6-phosphate <-> beta-D-Glucose 6-phosphate,-1.312041908641902,5.1.3.15/5.3.1.9
R00310,protoheme ferro-lyase (protoporphyrin-forming),Protoporphyrin + Fe2+ <-> Heme + H+,,4.98.1.1
R01152,N-carbamoylputrescine amidohydrolase,N-Carbamoylputrescine + H2O -> Ammonia + CO2 + Putrescine,-81.78453825127326,3.5.1.53
EX_C00163,Propanoate,Propanoate <-> ,,
R00829,succinyl-CoA:acetyl-CoA C-acyltransferase,Acetyl-CoA + Succinyl-CoA <- CoA + 3-Oxoadipyl-CoA,28.623652659335903,2.3.1.16/2.3.1.174
R02940,2-propyn-1-al:NAD+ oxidoreductase,NAD+ + 2-Propynal + H2O -> Propynoate + H+ + NADH,-44.054535992147294,1.2.1.3
R01220,"5,10-methylenetetrahydrofolate:NADP+ oxidoreductase","5,10-Methylenetetrahydrofolate + NADP+ <-> 5,10-Methenyltetrahydrofolate + NADPH",6.5393006406234235,1.5.1.5
R03291,trans-4-hydroxy-L-proline:NAD+ 5-oxidoreductase,Hydroxyproline + NAD+ <- H+ + L-1-Pyrroline-3-hydroxy-5-carboxylate + NADH,44.22439464698573,1.5.1.2
R02235,dihydrofolate:NAD+ oxidoreductase,NAD+ + Dihydrofolate <-> Folate + H+ + NADH,10.174956225219375,1.5.1.3
R05688,1-deoxy-D-xylulose-5-phosphate isomeroreductase,2-C-Methyl-D-erythritol 4-phosphate + NADP+ <-> 1-Deoxy-D-xylulose 5-phosphate + H+ + NADPH,12.981666941932417,1.1.1.267
EX_C00119,5-Phospho-alpha-D-ribose 1-diphosphate,5-Phospho-alpha-D-ribose 1-diphosphate -> ,,
R00369,L-alanine:glyoxylate aminotransferase,L-Alanine + Glyoxylate <-> Pyruvate + Glycine,-8.387967921230825,2.6.1.44
R04953,(3R)-3-hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,(3R)-3-Hydroxyhexanoyl-[acyl-carrier protein] + NADP+ <-> 3-Oxohexanoyl-[acp] + H+ + NADPH,,1.1.1.100/1.1.1.-/2.3.1.85/2.3.1.86
R00199,"ATP:pyruvate,water phosphotransferase",H2O + Pyruvate + ATP -> AMP + Orthophosphate + Phosphoenolpyruvate,-22.06373001324087,2.7.9.2
R02060,"D-glucosamine 1-phosphate 1,6-phosphomutase",alpha-D-Glucosamine 1-phosphate <-> D-Glucosamine 6-phosphate,-3.137003350043642,5.4.2.10
R04640,N-(5'-phospho-D-ribosylformimino)-5-amino-1- (5''-phospho-D-ribosyl)-4-imidazolecarboxamide ketol-isomerase,5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide -> N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide,-9.775624832239487,5.3.1.16
R09394,"GTP 3',8-cyclase [(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate-forming]","S-Adenosyl-L-methionine + GTP + Reduced acceptor <-> L-Methionine + (8S)-3',8-Cyclo-7,8-dihydroguanosine 5'-triphosphate + 5'-Deoxyadenosine + Acceptor",,4.1.99.22
R01325,citrate hydro-lyase (cis-aconitate-forming),Citrate <-> cis-Aconitate + H2O,8.469446418863953,4.2.1.3
R04672,(S)-2-acetolactate pyruvate-lyase (carboxylating),(S)-2-Acetolactate + Thiamin diphosphate <-> Pyruvate + 2-(alpha-Hydroxyethyl)thiamine diphosphate,0.6176848457780579,2.2.1.6
R13203,ATP:D-fructose-phosphate 6-phosphotransferase,"D-Fructose 1-phosphate + ATP -> ADP + D-Fructose 1,6-bisphosphate",-18.73357193506564,2.7.1.56
EX_C00139,Oxidized ferredoxin,Oxidized ferredoxin <-> ,,
R04137,3-hydroxyisovaleryl-CoA hydro-lyase,3-Hydroxyisovaleryl-CoA <-> 3-Methylcrotonyl-CoA + H2O,0.39895216468090666,4.2.1.17
R02410,raffinose fructohydrolase,Raffinose + H2O -> Melibiose + D-Fructose,-28.833303110427806,3.2.1.26
EX_C00257,D-Gluconic acid,D-Gluconic acid <- ,,
R00896,L-cysteine:2-oxoglutarate aminotransferase,L-Cysteine + 2-Oxoglutarate -> Mercaptopyruvate + Glutamate,-17.030631217454527,2.6.1.1
R00940,"5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase",Tetrahydrofolate + NADP+ <- Folate + H+ + NADPH,32.38049425669897,1.5.1.3
R04475,"N-succinyl-L-2,6-diaminoheptanedioate:2-oxoglutarate amino-transferase","N-Succinyl-LL-2,6-diaminoheptanedioate + 2-Oxoglutarate <-> L-Glutamate + N-Succinyl-2-L-amino-6-oxoheptanedioate",-0.9220551187593173,2.6.1.17
R04972,uroporphyrinogen I carboxy-lyase,Uroporphyrinogen I -> CO2 + Coproporphyrinogen I,-90.89041228992664,4.1.1.37
R04726,dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),Malonyl-[acyl-carrier protein] + Dodecanoyl-[acyl-carrier protein] <-> CO2 + Acyl-carrier protein + 3-Oxotetradecanoyl-[acp],,2.3.1.41/2.3.1.85/2.3.1.86/2.3.1.179
R00662,uridine triphosphate pyrophosphohydrolase,UTP + H2O -> Diphosphate + UMP,-58.935137682338876,3.6.1.9/3.6.1.-
R02055,phsophatidyl-L-serine carboxy-lyase,Phosphatidylserine <-> Phosphatidylethanolamine + CO2,,4.1.1.65
R04754,"decanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase",FAD + Decanoyl-CoA -> trans-Dec-2-enoyl-CoA + FADH2,40.6975234819663,1.3.3.6/1.3.8.7/1.3.8.8/1.3.99.-
R04138,3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming),ATP + 3-Methylcrotonyl-CoA + HCO3- <-> ADP + Orthophosphate + 3-Methylglutaconyl-CoA,-13.551517885317253,6.4.1.4
R04724,dodecanoyl-[acp]:NAD+ trans-2-oxidoreductase,Dodecanoyl-[acyl-carrier protein] + NAD+ <-> trans-Dodec-2-enoyl-[acp] + H+ + NADH,,1.3.1.9/2.3.1.-
R01800,CDP-diacylglycerol:L-serine 3-phosphatidyltransferase,CDP-diacylglycerol + L-Serine <-> Phosphatidylserine + CMP,,2.7.8.8
R03013,L-histidinol-phosphate phosphohydrolase,L-Histidinol phosphate + H2O -> Orthophosphate + L-Histidinol,-37.4081361897959,3.1.3.15
R00261,L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming),L-Glutamate -> CO2 + 4-Aminobutanoate,-37.84525994655942,4.1.1.15
R00858,hydrogen-sulfide:NADP+ oxidoreductase,NADP+ + Hydrogen sulfide + H2O <- H+ + Sulfite + NADPH,109.70007763025023,1.8.1.2
R01373,prephenate hydro-lyase (decarboxylating phenylpyruvate-forming),Prephenate -> CO2 + Phenylpyruvate + H2O,-81.84196302197788,4.2.1.51/4.2.1.91
R00894,L-glutamate:L-cysteine gamma-ligase (ADP-forming),L-Cysteine + L-Glutamate + ATP -> ADP + Orthophosphate + gamma-L-Glutamyl-L-cysteine,-35.18567204720682,6.3.2.2
EX_C00024,Acetyl-CoA,Acetyl-CoA -> ,,
R00473,L-malyl-CoA glyoxylate-lyase (acetyl-CoA-forming),L-Malyl-CoA <-> Acetyl-CoA + Glyoxylate,-0.9425701131724296,4.1.3.24
R01582,D-phenylalanine:2-oxoglutarate aminotransferase,D-Phenylalanine + 2-Oxoglutarate <-> D-Glutamate + Phenylpyruvate,7.181529470545513,2.6.1.21
R00963,uridine 5'-monophosphate phosphohydrolase,UMP + H2O -> Uridine + Orthophosphate,-25.35118891522051,3.1.3.5/3.1.3.-
R05086,O-phospho-4-hydroxy-L-threonine phospho-lyase (adding water),O-Phospho-4-hydroxy-L-threonine + H2O -> 4-Hydroxy-L-threonine + Orthophosphate,-31.92262339494436,4.2.3.1
R00965,orotidine-5'-phosphate carboxy-lyase (UMP-forming),Orotidine 5'-phosphate -> CO2 + UMP,-39.81300571313707,4.1.1.23
R07414,glutamate putrescine ligase,L-Glutamate + ATP + Putrescine -> gamma-L-Glutamylputrescine + ADP + Orthophosphate,-23.50515207790871,6.3.1.11
R03503,"ATP:6-hydroxymethyl-7,8-dihydropterin 6'-diphosphotransferase","6-(Hydroxymethyl)-7,8-dihydropterin + ATP <-> 6-Hydroxymethyl-7,8-dihydropterin diphosphate + AMP",-7.477066230089804,2.7.6.3
EX_C00259,L-Arabinose,L-Arabinose <- ,,
EX_C00877,Crotonoyl-CoA,Crotonoyl-CoA -> ,,
R10996,2-oxoisovalerate dehydrogenase [step 1],Thiamin diphosphate + 2-Oxobutanoate -> CO2 + 2-(alpha-Hydroxypropyl)thiamine diphosphate,-17.680230856512367,1.2.4.4
R00813,"(1R,6S)-1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate:NAD+ oxidoreductase (decarboxylating)","NAD+ + (1R,6S)-1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate -> CO2 + H+ + NADH + Catechol",-108.29283971085883,1.3.1.25
R05066,3-hydroxy-2-methylpropanoate:NAD+ oxidoreductase,(S)-3-Hydroxyisobutyrate + NAD+ <- H+ + NADH + (S)-Methylmalonate semialdehyde,17.621299343299995,1.1.1.31
R09942,"N,N'-diacetylchitobiose:phosphate N-acetyl-D-glucosaminyltransferase",Orthophosphate + Chitobiose <-> N-Acetyl-D-glucosamine + N-Acetyl-alpha-D-glucosamine 1-phosphate,12.464505769110247,2.4.1.280
R00315,ATP:acetate phosphotransferase,Acetate + ATP <-> Acetyl phosphate + ADP,13.990414860694386,2.7.2.1/2.7.2.15
R04957,hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),Malonyl-[acyl-carrier protein] + Hexanoyl-[acp] <-> 3-Oxooctanoyl-[acp] + CO2 + Acyl-carrier protein,,2.3.1.41/2.3.1.85/2.3.1.86/2.3.1.179
R03460,phosphoenolpyruvate:3-phosphoshikimate 5-O-(1-carboxyvinyl)-transferase,Shikimate 3-phosphate + Phosphoenolpyruvate -> Orthophosphate + 5-O-(1-Carboxyvinyl)-3-phosphoshikimate,-16.478218771960655,2.5.1.19
R05621,"benzoate/toluate 1,2-dioxygenase","Oxygen + Benzoate + H+ + NADH -> NAD+ + (1R,6S)-1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate",-328.3065777334265,1.14.12.10
EX_C00469,Ethanol,Ethanol -> ,,
EX_C00243,Lactose,Lactose <- ,,
R01665,ATP:dCMP phosphotransferase,ATP + dCMP <-> ADP + dCDP,1.5285486244640651,2.7.4.14/2.7.4.25
R04109,L-glutamate-semialdehyde: NADP+ oxidoreductase (L-glutamyl-tRNA(Glu)-forming),H+ + L-Glutamyl-tRNA(Glu) + NADPH <-> NADP+ + (S)-4-Amino-5-oxopentanoate + tRNA(Glu),,1.2.1.70
R02922,creatinine iminohydrolase,Creatinine + H2O <-> N-Methylhydantoin + Ammonia,-2.813275251042313,3.5.4.21
R02135,thiamin monophosphate phosphohydrolase,H2O + Thiamin monophosphate -> Orthophosphate + Thiamine,-90.82309377087259,3.1.3.1/3.1.3.2/3.1.3.100
R10150,tetrathionate reductase,Tetrathionate + e- <- Thiosulfate,69.41343521673156,
R01227,guanosine 5'-monophosphate phosphohydrolase,GMP + H2O -> Guanosine + Orthophosphate,-24.776356585331875,3.1.3.5/3.1.3.-
EX_C00160,Glycolate,Glycolate -> ,,
R04391,ATP:pantothenate 4'-phosphotransferase,ATP + N-((R)-Pantothenoyl)-L-cysteine -> (R)-4'-Phosphopantothenoyl-L-cysteine + ADP,-17.872818592726503,2.7.1.33
R05332,acetyl-CoA:D-glucosamine-1-phosphate N-acetyltransferase,alpha-D-Glucosamine 1-phosphate + Acetyl-CoA -> CoA + N-Acetyl-alpha-D-glucosamine 1-phosphate,-21.988720379121332,2.3.1.157
R01655,"5,10-methenyltetrahydrofolate 5-hydrolase (decyclizing)","5,10-Methenyltetrahydrofolate + H2O <-> 10-Formyltetrahydrofolate + H+",-5.365463312274642,3.5.4.9
R04969,hexadecanoyl-[acp]:NAD+ trans-2-oxidoreductase,Hexadecanoyl-[acp] + NAD+ <-> trans-Hexadec-2-enoyl-[acp] + H+ + NADH,,1.3.1.9/2.3.1.-
R00332,ATP:GMP phosphotransferase,GMP + ATP <-> ADP + GDP,0.04150605634936255,2.7.4.8
R05068,"(R)-2,3-dihydroxy-3-methylpentanoate:NADP+ oxidoreductase (isomerizing)","NADP+ + (R)-2,3-Dihydroxy-3-methylpentanoate <- (R)-3-Hydroxy-3-methyl-2-oxopentanoate + H+ + NADPH",15.621734143320282,1.1.1.86
R01868,(S)-dihydroorotate:quinone oxidoreductase,Quinone + (S)-Dihydroorotate <-> Orotate + Hydroquinone,,1.3.5.2
R00936,"5,6,7,8-tetrahydrofolate:NAD+ oxidoreductase",Tetrahydrofolate + NAD+ <- Dihydrofolate + H+ + NADH,22.20124984150243,1.5.1.3
R04620,"7,8-dihydroneopterin-3'-triphosphate phosphohydrolase (alkaline optimum)","H2O + 7,8-Dihydroneopterin 3'-triphosphate -> Orthophosphate + 7,8-Dihydroneopterin",-130.63463261523472,3.1.3.1
R02678,indole-3-acetaldehyde:NAD+ oxidoreductase,Indole-3-acetaldehyde + NAD+ + H2O -> Indole-3-acetate + H+ + NADH,-44.05960183584625,1.2.1.3
R00238,acetyl-CoA:acetyl-CoA C-acetyltransferase,Acetyl-CoA <- Acetoacetyl-CoA + CoA,24.96679514822631,2.3.1.9/2.3.1.16
R08090,3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA acetate-lyase (7-methyl-3-oxooct-6-enoyl-CoA-forming),3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA -> Acetate + 7-Methyl-3-oxo-6-octenoyl-CoA,-20.74219349940691,4.1.3.4/4.1.3.26
R04231,(R)-4'-phosphopantothenate:L-cysteine ligase,L-Cysteine + D-4'-Phosphopantothenate + CTP -> Diphosphate + (R)-4'-Phosphopantothenoyl-L-cysteine + CMP,-57.34100100331818,6.3.2.5
R04746,(S)-hydroxyoctanoyl-CoA hydro-lyase,(S)-3-Hydroxyoctanoyl-CoA <-> trans-Oct-2-enoyl-CoA + H2O,-0.43195351482467004,4.2.1.17/4.2.1.74
EX_C00087,Sulfur,Sulfur -> ,,
R03067,"(7,8-dihydropterin-6-yl)methyl diphosphate:4-aminobenzoate 2-amino-4-hydroxy-7,8-dihydropteridine-6-methenyltransferase","4-Aminobenzoate + 6-Hydroxymethyl-7,8-dihydropterin diphosphate -> Diphosphate + Dihydropteroate",-62.41510081229126,2.5.1.15
R00674,L-serine hydro-lyase (adding indole L-tryptophan-forming),Indole + L-Serine -> L-Tryptophan + H2O,-33.55455851102431,4.2.1.20/4.2.1.122
R00127,ATP:AMP phosphotransferase,ATP + AMP <-> ADP,0.334459160192182,2.7.4.3
R02262,L-fuculose-1-phosphate lactaldehyde-lyase,L-Fuculose 1-phosphate <-> (S)-Lactaldehyde + Glycerone phosphate,2.6427932405293006,4.1.2.17
R04440,"(R)-2,3-dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)","(R)-2,3-Dihydroxy-3-methylbutanoate + NADP+ <- H+ + NADPH + 3-Hydroxy-3-methyl-2-oxobutanoic acid",15.621665317365341,1.1.1.86
R01101,melibiose galactohydrolase,Melibiose + H2O -> D-Galactose + D-Glucose,-27.83959981969784,3.2.1.22
R07415,gamma-glutamylputrescine oxidase,Oxygen + gamma-L-Glutamylputrescine + H2O -> gamma-Glutamyl-gamma-aminobutyraldehyde + Ammonia + Hydrogen peroxide,-110.15112290667754,1.4.3.-
R02295,nicotinate D-ribonucleoside:orthophosphate ribosyltransferase,Orthophosphate + Nicotinate D-ribonucleoside <-> Nicotinate + H+ + alpha-D-Ribose 1-phosphate,6.559096390512138,2.4.2.1
R02719,xanthosine 5'-phosphate phosphohydrolase,Xanthosine 5'-phosphate + H2O -> Orthophosphate + Xanthosine,-28.57183824850577,3.1.3.5
R07604,2-oxoisovalerate dehydrogenase,Enzyme N6-(lipoyl)lysine + 2-Methyl-1-hydroxybutyl-ThPP <-> [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylbutanoyl)dihydrolipoyllysine + Thiamin diphosphate,,1.2.4.4
R01324,citrate hydroxymutase,Citrate <-> Isocitrate,6.8463788043668785,4.2.1.3
R07280,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphohydrolase,5-Amino-6-(5'-phospho-D-ribitylamino)uracil + H2O -> 5-Amino-6-(1-D-ribitylamino)uracil + Orthophosphate,-32.170262923544435,3.1.3.104
R00955,UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase,alpha-D-Galactose 1-phosphate + UDP-glucose <-> D-Glucose 1-phosphate + UDP-alpha-D-galactose,-0.8867115966552319,2.7.7.12
R00985,chorismate pyruvate-lyase (amino-accepting anthranilate-forming),Ammonia + Chorismate -> Pyruvate + Anthranilate + H2O,-94.73625519859445,4.1.3.27
R00372,glycine:2-oxoglutarate aminotransferase,2-Oxoglutarate + Glycine <-> L-Glutamate + Glyoxylate,8.545251846359172,2.6.1.4/2.6.1.44
R01752,D-glyceraldehyde:NAD+ oxidoreductase,H2O + D-Glyceraldehyde + NAD+ -> H+ + NADH + D-Glycerate,-57.17192440721425,1.2.1.3
R01801,CDP-diacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase,CDP-diacylglycerol + sn-Glycerol 3-phosphate <-> Phosphatidylglycerophosphate + CMP,,2.7.8.5
R03093,3-indoleacetonitrile aminohydrolase,3-Indoleacetonitrile + H2O <- Ammonia + Indole-3-acetate,56.84062786381166,3.5.5.1
R01698,dihydrolipoamide:NAD+ oxidoreductase,NAD+ + Dihydrolipoamide <-> Lipoamide + H+ + NADH,1.579561850922346,1.8.1.4
R02748,deoxyinosine:orthophosphate ribosyltransferase,Orthophosphate + Deoxyinosine <-> 2-Deoxy-D-ribose 1-phosphate + Hypoxanthine,8.153240474473805,2.4.2.1/2.4.2.4
R02472,(R)-pantoate:NADP+ 2-oxidoreductase,NADP+ + (R)-Pantoate <- 2-Dehydropantoate + H+ + NADPH,15.961268504809595,1.1.1.169
R02540,2-phenylacetamide amidohydrolase,2-Phenylacetamide + H2O -> Ammonia + Phenylacetic acid,-30.09521663214116,3.5.1.4
R05237,trans-3-Chloroallyl aldehyde dehydrogenase (NAD+),trans-3-Chloroallyl aldehyde + H2O <-> trans-3-Chloroacrylic acid + H+,,1.2.1.3
R02971,ATP:pantothenate 4'-phosphotransferase,ATP + Pantetheine -> Pantetheine 4'-phosphate + ADP,-22.030374542092204,2.7.1.33/2.7.1.34
